simple_postcode,price,xcoord,ycoord,crime_deprivation,health_deprivation,housing_services_deprivation,education_deprivation,living_environment_deprivation,outdoors_deprivation,geographic_barriers_deprivation,flood_areas_count,commute_hours,commute_distance_km,noise_decibels_mean,noise_decibels_var,lat,long
DN19,224842.475,508545.614671855,421865.954002594,9,5.33333333333333,6.33333333333333,5.66666666666667,5.66666666666667,5.33333333333333,3.33333333333333,3,4.04725,327.3503,62.2224864130435,31.1006698605017,53.6834260828914,-0.34559470858728
DN2 ,165640.265486726,459518.648540703,404432.64189408,2.3125,3,8.0625,3,7.3125,4.0625,6.875,2,3.61061111111111,304.7771,63.050217839945,36.1444959387734,53.5440621176646,-1.09417453307924
DN20,231845.367647059,498998.909389939,407773.995453447,7.72727272727273,5.36363636363636,6,5.45454545454545,7.09090909090909,5.81818181818182,4.09090909090909,0,3.73538888888889,306.3602,62.7488479262673,39.4494790391758,53.5387500451295,-0.487338522740233
DN21,158226.070175439,485490.309019897,391977.768708402,6.33333333333333,4.625,5.41666666666667,4.20833333333333,4.875,5.75,3.75,0,3.43566666666667,288.4023,61.0909090909091,17.6223776223776,53.4056132872914,-0.646885242843323
DN22,233839.716346154,471511.177389779,381182.610371442,6.13636363636364,4.22727272727273,5.59090909090909,4.45454545454545,6.40909090909091,6.68181818181818,3.72727272727273,0,3.18252777777778,267.6549,62.5392670157068,30.9195780785231,53.3002666859678,-0.943525568581412
DN3 ,175933.519553073,462426.826762404,405876.925983261,5.0952380952381,3.76190476190476,7.19047619047619,5.23809523809524,8.14285714285714,5.95238095238095,4.90476190476191,2,3.61952777777778,305.8897,63.4005537609599,42.8320957227548,53.5388206971402,-1.02754211371547
DN31,70587.6543209877,526499.667922691,409881.416961739,2.58823529411765,3.11764705882353,7.64705882352941,2.47058823529412,2.94117647058824,2.47058823529412,6.76470588235294,3,3.89305555555556,304.142,63.071761416589,40.1817519188279,53.5686146470313,-0.102322004695368
DN32,104634.463276836,527912.351995334,409085.897898012,1.52941176470588,3.29411764705882,8.76470588235294,3.11764705882353,2.23529411764706,1.94117647058824,7.35294117647059,2,3.85233333333333,300.9177,63.0237923576064,39.2881357107204,53.559926300809,-0.0686865025659846
DN33,163501.25,526037.909783715,406479.201468976,4.8125,4.3125,7.75,3.9375,6.3125,4.25,6.125,2,3.86055555555556,299.4409,63.0734987247855,40.1158861095183,53.5320096700461,-0.107842003271756
DN34,131351.327433628,525049.964440973,408437.840075188,3.16666666666667,4.33333333333333,8.5,3.16666666666667,4.66666666666667,3.83333333333333,6.66666666666667,2,3.87341666666667,317.7055,63.1046959199384,41.2652166490414,53.559590511962,-0.118420297760888
DN35,156887.650205761,530128.629454986,408390.702624008,3.4,4.12,9.04,3.96,4.64,3.64,7.36,1,3.83772222222222,300.4891,62.9442606261135,38.0465359157635,53.5497454857593,-0.036980399183272
DN36,232420.333333333,530225.70098871,403549.133310643,8.71428571428571,5,6,6.14285714285714,5.92857142857143,5.21428571428571,3.78571428571429,3,3.73902777777778,292.0198,64.5734693877551,50.1834526378947,53.4733207576586,-0.0455494326086195
DN37,189923.009090909,523758.822095443,406686.443560931,7.5,5.22222222222222,6.33333333333333,5.22222222222222,6.72222222222222,4.61111111111111,3.94444444444444,1,3.72622222222222,309.596,65.3585858585859,60.1093421524894,53.5344411734325,-0.231778293067757
DN38,204750,506457.167699942,408702.507583187,7,6,9,4,5,3,5,0,3.74572222222222,311.9128,65.525641025641,40.1728626985696,53.5779954077709,-0.386655130752704
DN39,251718.75,510201.771966068,414682.637085828,7,4,8,2,5,3,5,2,3.87352777777778,322.9646,64.0597014925373,39.0084011082313,53.6403086124593,-0.258297080542847
DN4 ,185380.134920635,458261.754367831,401316.665650548,2.92307692307692,3.23076923076923,6.80769230769231,4.19230769230769,6.84615384615385,4.46153846153846,4.88461538461539,2,3.51083333333333,298.1581,63.0291123778502,35.5982156241025,53.5057544739522,-1.12538307978343
DN40,149500.78125,517421.015753213,415342.298353165,6,4.4,6.6,2.6,6.4,3.2,4.2,2,3.90544444444444,321.0129,63.8604651162791,40.8604651162791,53.6155928079171,-0.231736017486853
DN5 ,170611.588235294,455117.303575159,405048.411778204,3.19354838709677,3.38709677419355,7.45161290322581,3.70967741935484,6.61290322580645,4.96774193548387,5.87096774193548,1,3.63544444444444,307.6228,63.01108033241,31.779726061807,53.5613325626512,-1.1985354306614
DN6 ,163446.408536585,454421.52481751,411121.256243283,3,2.375,6.5625,2.25,8.1875,5.875,5.5,2,3.68244444444444,309.3422,62.2924107142857,27.2369231720156,53.5956783660808,-1.17631754062551
DN7 ,191244.387931035,465274.183969857,410089.279206976,2.5,2.57142857142857,7.85714285714286,3,7.5,5.5,6.28571428571429,1,3.72841666666667,313.0034,63.6374714394516,40.8760948210206,53.5838239754264,-0.990526635221416
DN8 ,145373.786407767,469184.495797322,413756.555899895,2.83333333333333,2.91666666666667,8.16666666666667,2.41666666666667,7.91666666666667,6.75,6.75,0,3.7145,315.7701,63.2614379084967,31.4237073537967,53.5857939037907,-0.918579530081315
DN9 ,276336.260869565,473311.393165037,401801.622861042,8,6.33333333333333,8,8.33333333333333,9.16666666666667,7,4.5,0,3.70219444444444,301.4354,60.59375,21.3457661290323,53.5041189757718,-0.9029354881034
DT1 ,339374.831460674,368786.037601981,90299.5448280885,7.4,6.4,6.86666666666667,6.86666666666667,6.4,6.06666666666667,5.33333333333333,1,3.11619444444444,257.665,65.4018987341772,44.6186658735781,50.7186217230214,-2.40723123734125
DT10,472944.309734513,376593.476119878,115147.490744954,9.66666666666667,8.22222222222222,2.44444444444444,6.11111111111111,3.77777777777778,9,1.66666666666667,1,3.22747222222222,252.796,,,50.9008678664287,-2.38082234718902
DT11,377474.965517241,387253.01064244,106845.156134004,8.29411764705882,7.35294117647059,2.76470588235294,5.35294117647059,5.17647058823529,9.52941176470588,2.41176470588235,0,2.93255555555556,227.1291,64.4878836833603,33.6062445430829,50.8779213486537,-2.15287388718674
DT2 ,461850.441176471,368483.524375381,94407.0143792587,8.5,7.6,2.2,6.9,3.5,6.1,1.2,1,3.27008333333333,266.5357,68.027397260274,54.4861056751468,50.7324463263969,-2.50697889663522
DT3 ,329488.403614458,366955.685870378,82523.3320786594,7.3125,4.375,5.375,5.5625,7.875,9.25,4.25,0,3.26613888888889,268.8398,63.3276299112801,34.9357104222373,50.6335177632947,-2.46098814238554
DT4 ,280846.022801303,367153.870384166,78992.6872572788,5.95,2.95,5.35,3.35,5.35,8.85,5.95,0,3.34930555555556,273.9468,62.4756195043965,28.9936051159073,50.5966725306501,-2.46701878434611
DT5 ,211856.658119658,368726.935940923,72080.5440214626,6.16666666666667,2.66666666666667,4.5,3,6.16666666666667,9.66666666666667,4.66666666666667,0,3.46588888888889,281.9513,62.0510204081633,25.9233195193786,50.5463689704718,-2.43867797307532
DT6 ,427522.137755102,345444.285625344,93469.9364935541,8,6.08333333333333,3.91666666666667,5.16666666666667,4.66666666666667,6.91666666666667,2.66666666666667,3,3.681,292.9025,65.8952745849298,47.4033408132535,50.7709121877449,-2.82719127883459
DT7 ,443560,333286.642875268,92590.5153952762,8.66666666666667,9,6.66666666666667,7.66666666666667,5,9.33333333333333,5,1,3.74586111111111,299.1335,69.5335120643432,51.023739513967,50.7322508394369,-2.96382955044088
DT8 ,398371.568627451,346684.307161077,102628.579142655,8.5,7.25,5.25,4.25,4.25,7.5,3.75,0,3.50722222222222,279.8059,62.8223684210526,27.9616155454862,50.8454859125923,-2.80348129110486
DT9 ,391340.403614458,363929.850513523,115951.373952231,9.11111111111111,7,6.77777777777778,5.77777777777778,6.44444444444445,7.11111111111111,5.33333333333333,0,3.12577777777778,251.2601,63.7597765363129,34.2894699779353,50.9624617815024,-2.49312809763704
DY1 ,200170.407079646,393354.419363084,290950.932000213,4.29032258064516,2.70967741935484,8.38709677419355,2.83870967741936,4.06451612903226,5.32258064516129,6.35483870967742,0,3.03038888888889,255.4705,62.242859286679,26.2854386274724,52.5144981429509,-2.09279394682012
DY10,242036.983425414,384490.014878704,276560.206082689,5.29411764705882,5.88235294117647,4.70588235294118,5.41176470588235,4.91176470588235,7.88235294117647,4,0,3.13336111111111,221.7826,63.4556350280302,36.7438260322763,52.3771868931197,-2.19132491541578
DY11,251580.423076923,382209.751874637,276258.505664575,5.11111111111111,5.44444444444445,5.94444444444445,4,4.88888888888889,9.11111111111111,5,1,3.31883333333333,228.7636,63.3568075117371,38.491934701509,52.4014217796337,-2.28148159164127
DY12,331362.302325581,377859.49697949,275998.917322919,7.18181818181818,7.72727272727273,3.36363636363636,6.54545454545455,3.36363636363636,9.81818181818182,2.36363636363636,1,3.45233333333333,233.8195,65.2272727272727,51.4831445150594,52.3870243785575,-2.37052673533609
DY13,250906.040322581,381011.072871754,271048.837960088,5.30769230769231,6.46153846153846,4.07692307692308,5.23076923076923,6,9.30769230769231,3.15384615384615,1,3.33308333333333,236.1679,63.0519366197183,36.4094546362278,52.3154403304542,-2.2959523434222
DY14,378817.045454546,368525.47283842,275627.665035351,9.42857142857143,8.28571428571429,2.71428571428571,6,1.42857142857143,10,2.42857142857143,0,3.66558333333333,247.9544,,,52.403604337853,-2.51159582198727
DY2 ,168363.93129771,394593.872108209,288588.473471186,5.23076923076923,3.23076923076923,8.23076923076923,2.23076923076923,2.61538461538462,5.23076923076923,5.92307692307692,0,3.03913888888889,257.1853,62.2607494387843,26.7107302004552,52.4909529132346,-2.09096505386001
DY3 ,227115.582822086,391347.032637022,292553.214776879,6.4,5,8.2,4.8,5.72,6.48,5.6,0,3.14083333333333,261.9993,62.1989375542064,26.4783638282588,52.5324487115827,-2.17829829163203
DY4 ,151762.903225806,396344.167512917,292753.176275369,3.77777777777778,2.03703703703704,5.37037037037037,2.14814814814815,3.33333333333333,2,6.62962962962963,0,2.99094444444444,253.116,62.2703083866115,26.9872468044278,52.5329668874898,-2.0590658667761
DY5 ,186515.702247191,391664.07386404,286960.326136767,5.17857142857143,4.03571428571429,7.25,3.60714285714286,4.39285714285714,6.10714285714286,4.60714285714286,0,3.11236111111111,259.8153,62.3665513101208,27.1046474573014,52.4829876918519,-2.12437853395516
DY6 ,274959.58974359,388902.223202265,288867.885155263,8.09090909090909,5.54545454545455,8.27272727272727,6.72727272727273,6.13636363636364,7.63636363636364,5.5,0,3.20558333333333,262.8474,62.7708600770218,30.9726518471542,52.4932354110231,-2.18162383482292
DY7 ,404097.321428571,384494.48216194,285060.586298808,7,6.6,5.8,7.2,5.8,7.6,3,0,3.32327777777778,268.2624,62.7910812461821,33.9600059799537,52.4842495300313,-2.22456091390609
DY8 ,261748.898148148,389463.770120639,284877.067897088,7.20689655172414,5.79310344827586,8.10344827586207,6.75862068965517,5.51724137931035,7.72413793103448,4.72413793103448,0,3.12361111111111,264.104,62.940007406493,32.1872646419204,52.4509335005684,-2.15271998189139
DY9 ,357834.432926829,391775.436551267,282152.387653802,5.45454545454545,5.09090909090909,8.09090909090909,5,6,7.27272727272727,5.90909090909091,0,3.09205555555556,218.8735,62.5954425741441,29.4610282426078,52.4227215262368,-2.11956494486912
E1 0,657200,535483.205701724,181165.877894828,2.93333333333333,4.2,2.46666666666667,4.8,2.53333333333333,1,9.53333333333333,0,0.399944444444444,15.6144,63.1851182654402,30.3717424741554,51.5142607048175,-0.050681085109379
E1 1,561513.615384615,534348.892318194,181404.07784759,3,5.25,2.125,6.875,1.625,1,10,0,0.435444444444444,16.7583,63.2303155242513,30.4425634283497,51.5166655881689,-0.0632544379503987
E1 2,2141995.45454545,534836.24405682,181299.867151932,2,3,2.5,5.25,2.75,1,10,0,0.412,16.0335,63.1979146017524,30.297552197762,51.5157628852179,-0.0557171201767577
E1 3,430076.071428571,535445.170269361,181737.104939875,3,4,2.5,6,3,1,10,0,0.413555555555556,15.7317,63.1675589100004,30.551448155963,51.5198575832838,-0.0438803428343196
E1 4,741827.027027027,535776.120660521,182215.46816955,2.44444444444444,3.33333333333333,2.55555555555556,4.11111111111111,2.66666666666667,1,9.66666666666667,0,0.428361111111111,16.7128,63.1741547012506,30.4075497886447,51.5245494570192,-0.048410347172647
E1 5,487110,534398.879621441,181971.334060301,1.83333333333333,3.5,2.33333333333333,6.5,2,1,10,0,0.454416666666667,17.1136,63.2296792723791,30.4626224940222,51.5209043975952,-0.0651266563401302
E1 6,4775571.42857143,533672.823904938,181982.534283967,5.5,5.75,1.25,8.25,1,1,8,0,0.493361111111111,18.2576,63.2369990680336,30.598549028872,51.5206741547099,-0.0817627159014422
E1 7,536730.769230769,533663.616293378,181521.78305196,10,6,1,4,3,1,10,0,0.455,17.3939,63.2565102968511,30.7445663921247,51.5135475205229,-0.0757842882847202
E1 8,572357.142857143,534072.005695831,181059.462166765,6,5.5,3,6,3.5,1,8.5,0,0.45025,17.1391,63.1965803235823,30.3902945301662,51.5216979666293,-0.0514574395536954
E10 ,490307.752173913,537724.475139278,187312.770627163,3.90909090909091,6.03030303030303,1.42424242424242,5.36363636363636,2.09090909090909,1,9.06060606060606,1,0.52675,21.0207,62.8587487191851,29.3663528901124,51.5694615318041,-0.0185774034337716
E11 ,574315.98136646,539565.524809746,187352.973241852,4.11428571428571,6.88571428571429,2.4,7.31428571428571,2.71428571428571,1.25714285714286,7,1,0.521638888888889,19.7725,62.6830201417801,27.9430683877788,51.5593387320508,0.0204439236834672
E12 ,469606.638297872,542456.364601308,185448.837514426,4.12,6.16,1.2,5.08,2.92,1.24,8.68,1,0.526277777777778,19.8906,62.4600436681223,26.1770575115215,51.5493512285435,0.0508974918097701
E13 ,485674.690265487,540704.185711793,183010.093535912,3.42857142857143,5.4,1,4.97142857142857,2.8,1.31428571428571,9.6,1,0.421277777777778,16.3885,62.6476087487355,27.3164077157513,51.5285651155648,0.028594169311221
E14 ,1340991.18763326,537639.548262673,180351.285853066,5.06382978723404,5.17021276595745,2.57446808510638,5.8936170212766,3.72340425531915,1.80851063829787,8.51063829787234,0,0.361527777777778,13.788,62.9687148693483,29.4756047070449,51.5034072518554,-0.0128956711201277
E15 ,522030.433526012,539022.107045385,184301.16796422,2.96551724137931,5.03448275862069,1.06896551724138,5.96551724137931,3.03448275862069,1.20689655172414,8.72413793103448,0,0.412361111111111,16.1814,62.8633592418157,29.1277399981087,51.5402729376115,-0.00556553608082436
E16 ,566763.214285714,540930.76919275,180974.141918505,3.84,4.56,1,5.6,4.2,1.32,6.64,1,0.423694444444444,16.9896,62.6396537871595,26.9136066585553,51.5098627870984,0.0394946576729388
E17 ,537134.604790419,537141.116574979,189416.687655112,3.5,6.02,1.8,5.58,2.48,1.22,8.66,1,0.621583333333333,24.4082,62.756333211594,28.8654867335111,51.5899031034129,-0.0217680979503004
E18 ,614251.655172414,540347.968251856,190182.899466782,5.09090909090909,9.27272727272727,4.54545454545455,9,3.36363636363636,1.27272727272727,6.45454545454545,2,0.552666666666667,24.7362,62.9333802074178,30.6251375255744,51.5933911009411,0.0257824358517779
E2 0,2160722.6,535321.717997308,182808.075405324,3.25,4.25,2.625,6.125,2.375,1.125,9.75,0,0.45275,17.5315,63.1885023786106,30.3530606239204,51.5296733083635,-0.0541558544819281
E2 6,932967.923076923,534444.47215431,182631.732179359,1.66666666666667,2.83333333333333,3.16666666666667,6.33333333333333,2.16666666666667,1,10,0,0.484583333333333,18.2675,63.2141756247927,30.3478769313061,51.5285582896486,-0.0640806080198364
E2 7,1071535.25641026,533885.51091475,182771.227715718,1.25,3,2.25,6,1.75,1,10,0,0.502777777777778,18.4455,63.2214695354297,30.4117189543364,51.5281131350734,-0.0736841155045072
E2 8,877971.212121212,533776.799410039,183267.448089228,2.16666666666667,3.66666666666667,1,6,2.16666666666667,1,10,0,0.529222222222222,19.3955,63.2435677530017,30.4934624125499,51.5348527241587,-0.0729621126254989
E2 9,1293401.11111111,534970.422107186,183244.954130851,3,4.5,3,6.5,2.5,1,9.5,0,0.476805555555556,18.071,63.1606012165501,30.2875682816137,51.5327375508899,-0.0522687174577016
E20 ,741615.384615385,538115.912986204,184971.734197241,2,4,1,8,3,1,6,0,0.385,15.5271,63.0274336048394,30.2424418586521,51.5344735007426,-0.0207263436226006
E3 2,923731.25,537128.915119269,183410.651125606,2.88888888888889,3.88888888888889,2.88888888888889,5.44444444444445,3.44444444444444,1.22222222222222,8.77777777777778,0,0.396694444444444,15.8027,63.0307808754888,29.924116852498,51.534006479416,-0.0269456899081371
E3 3,324159.090909091,537777.164517549,182440.089017494,2.25,4.25,2.625,4.625,3.375,1,9.625,0,0.366888888888889,14.4247,63.0548188146854,30.2825843145425,51.5240337347929,-0.0176684183260269
E3 4,969904.716981132,536962.668443067,182213.755344694,2.5,4.66666666666667,2.66666666666667,5.66666666666667,2.83333333333333,1,8.66666666666667,0,0.407027777777778,16.0585,63.077038053466,30.1098699426587,51.5230221103573,-0.0282455937702656
E3 5,1091094.90769231,536450.859537282,183309.089456809,1.5,5.5,3.5,7.5,2,1,10,0,0.427333333333333,16.8799,63.1154843700232,30.231333500279,51.5320560522725,-0.04024019470098
E4 6,550234.846938776,538671.50307377,193601.164363549,4.27777777777778,6.22222222222222,2.61111111111111,5.11111111111111,4.38888888888889,2,6.16666666666667,2,0.639722222222222,28.8318,62.9488649940263,31.9864885081059,51.6246067281546,-0.00269106186077357
E4 7,552917.647058824,538246.245117682,194897.626907914,4.6,6.6,1.8,5,3,2,5,2,0.674861111111111,31.5313,62.9503740385629,32.5828592984735,51.6341472015895,-0.0145762366505325
